,en,ru,pl,be,uk,bg,sl,cs
849, The |0|  FA |0|  has faced difficulty fighting internet copyright infringement., |0| ФА |0| столкнулся с трудностями в борьбе с нарушением авторских прав в Интернете., |0| FA |0| napotkała trudności w walce z naruszeniami praw autorskich w Internecie., |0| FA |0| сутыкнуўся з цяжкасцямі ў барацьбе з парушэннем аўтарскіх правоў у Інтэрнэце., |0| FA |0| зіткнувся з труднощами в боротьбі з порушенням авторських прав в Інтернеті., |0| FA |0| е изправен пред трудности в борбата с нарушаването на авторски права в интернет., |0| FA |0| se je soočil s težavami v boju proti internetnim kršitvam avtorskih pravic., |0| FA |0| čelí potížím s porušováním autorských práv na internetu.
850," Fine |0|  Gael |0|  describes itself as the party of the "" progressive centre "", with core values focussed on fiscal rectitude, free enterprise and reward, individual rights and responsibilities."," Хорошо |0| Гаэль |0| описывает себя как партию «прогрессивного центра», основные ценности которой сосредоточены на финансовой справедливости, свободе предпринимательства и вознаграждении, индивидуальных правах и обязанностях."," Dobra |0| Gael |0| określa się mianem partii „centrum postępu”, którego podstawowe wartości skupiają się na poprawności fiskalnej, wolnej przedsiębiorczości i wynagrodzeniu, indywidualnych prawach i obowiązkach."," Штраф |0| Гаэль |0| апісвае сябе як партыю «прагрэсіўнага цэнтру», з асноўнымі каштоўнасцямі, засяроджанымі на фіскальнай правільнасці, свабоднай прадпрымальніцтве і ўзнагароджанні, асабістых правах і абавязках."," Штраф |0| Гаель |0| описує себе як партію «прогресивного центру», з основними цінностями, зосередженими на податковій справедливості, вільному підприємництві та винагороді, правах та обов’язках особистості."," Фин |0| Гаел |0| описва себе си като партия на ""прогресивния център"", с основни ценности, фокусирани върху фискалната коректност, свободното предприемачество и възнаграждението, индивидуалните права и отговорности."," Fino |0| Gael |0| sebe opisuje kot stranko ""progresivnega centra"", s temeljnimi vrednotami, osredotočenimi na fiskalno korektnost, svobodno podjetništvo in nagrajevanje, pravice in odgovornosti posameznika."," Dobře |0| Gael |0| sama sebe popisuje jako stranu „progresivního středu“, se základními hodnotami zaměřenými na fiskální poctivost, svobodné podnikání a odměnu, individuální práva a povinnosti."
851," Fine |0|  Gael |0|  has, since its inception, portrayed itself as a party of fiscal rectitude and minimal government interference in economics, advocating pro-enterprise policies."," Хорошо |0| Гаэль |0| с момента своего создания изображала себя партией фискальной честности и минимального государственного вмешательства в экономику, выступая за политику в интересах предприятий."," Dobra |0| Gael |0| od początku przedstawiała się jako strona fiskalnej uczciwości i minimalnej ingerencji rządu w ekonomię, opowiadająca się za polityką proprzedsiębiorczą."," Штраф |0| Гаэль |0| з моманту свайго заснавання адлюстроўвала сябе як партыю фіскальнай сумленнасці і мінімальнага ўмяшання дзяржавы ў эканоміку, выступаючы за палітыку, якая спрыяе прадпрымальніцтву."," Штраф |0| Гаель |0| з моменту свого заснування представляла себе як партію фіскальної справедливості та мінімального державного втручання в економіку, відстоюючи політику, що підтримує підприємництво."," Фин |0| Гаел |0| от самото си създаване се представя като партия на фискална коректност и минимална правителствена намеса в икономиката, застъпваща про-предприемаческа политика."," Fino |0| Gael |0| se že od svojega začetka predstavlja kot stranko fiskalne korektnosti in minimalnega vmešavanja vlade v gospodarstvo, ki zagovarja politiko, ki podpira podjetništvo."," Dobře |0| Gael |0| se od svého vzniku vykreslovala jako strana fiskální poctivosti a minimálních vládních zásahů do ekonomiky, která obhajuje propodnikatelskou politiku."
852, Newly elected politicians for the party in the Dáil |0|  have strongly advocated liberal economic policies., Новоизбранные политики партии в Dáil |0| активно выступали за либеральную экономическую политику., Nowo wybrani politycy z partii w Dáil |0| zdecydowanie opowiadali się za liberalną polityką gospodarczą., Новаабраныя палітыкі ад партыі ў Dáil |0| рашуча выступалі за ліберальную эканамічную палітыку., Новообрані політики від партії в Dáil |0| рішуче відстоювали ліберальну економічну політику., Новоизбрани политици за партията в Dáil |0| силно се застъпват за либерална икономическа политика., Novoizvoljeni politiki za stranko v Dáil |0| so močno zagovarjali liberalno gospodarsko politiko., Nově zvolení politici za stranu v Dáil |0| silně obhajovali liberální ekonomickou politiku.
853, Fine |0|  Gael |0|  has been traditionally conservative in social matters for most of the twentieth century., Хорошо |0| Гаэль |0| был традиционно консервативен в социальных вопросах на протяжении большей части двадцатого века., Dobra |0| Gael |0| był tradycyjnie konserwatywny w sprawach społecznych przez większość XX wieku., Штраф |0| Гаэль |0| была традыцыйна кансерватыўнай у сацыяльных пытаннях на працягу большай часткі ХХ стагоддзя., Штраф |0| Гаель |0| був традиційно консервативним у соціальних питаннях протягом більшої частини двадцятого століття., Фин |0| Гаел |0| е традиционно консервативен по отношение на социалните въпроси през по-голямата част от двадесети век., Fino |0| Gael |0| je bil večino dvajsetega stoletja tradicionalno konzervativen v družbenih zadevah., Dobře |0| Gael |0| byla po většinu dvacátého století v sociálních otázkách tradičně konzervativní.
854," YFG |0|  has 4,000 members nationwide.", ЮФГ |0| насчитывает 4000 членов по всей стране., YFG |0| zrzesza 4000 członków w całym kraju., YFG |0| налічвае 4000 членаў па ўсёй краіне., YFG |0| має 4000 членів по всій країні., YFG |0| има 4000 членове в цялата страна., YFG |0| ima 4000 članov po vsej državi., YFG |0| má 4000 členů po celé zemi.
855," YFG |0|  is led by its national executive consisting of eleven members elected on a regional basis, and on a national panel."," ЮФГ |0| возглавляет национальный исполнительный орган, состоящий из одиннадцати членов, избираемых на региональной основе и в национальной комиссии.", YFG |0| jest kierowany przez krajowy organ wykonawczy składający się z jedenastu członków wybieranych na szczeblu regionalnym oraz z panelu krajowego.," YFG |0| узначальвае яго нацыянальная выканаўчая ўлада, якая складаецца з адзінаццаці членаў, абраных на рэгіянальнай аснове, і на нацыянальнай камісіі."," YFG |0| очолює його національна виконавча влада, яка складається з одинадцяти членів, обраних на регіональній основі, та на національній групі."," YFG |0| се ръководи от националната изпълнителна власт, състояща се от единадесет членове, избрани на регионален принцип и на национален комитет."," YFG |0| vodi nacionalni izvršni organ, ki ga sestavlja enajst članov, izvoljenih na regionalni osnovi, in v nacionalni svet.", YFG |0| je řízena národní exekutivou složenou z jedenácti členů volených na regionálním základě a v celostátním panelu.
856, No Marlin |0|  has ever hit for the cycle in history., Нет Марлина |0| когда-либо ударил по циклу в истории., Nie Marlin |0| kiedykolwiek trafił do cyklu w historii., Няма Марліна |0| калі-небудзь трапіла ў цыкл у гісторыі., Немає Марліна |0| коли-небудь вразив цикл в історії., Без Марлин |0| някога е бил хит за цикъла в историята., Brez Marlina |0| je kdaj zadel za cikel v zgodovini., Ne Marlin |0| kdy v historii narazil na cyklus.
857, Warner |0|  Bros. |0|  is expected to make $ 200 million in license fees and advertising from the deal.," Уорнер |0| Братья |0| Ожидается, что в результате сделки компания заработает 200 миллионов долларов на лицензионных сборах и рекламе."," Ostrzeżenie |0| Bracia |0| Oczekuje się, że transakcja zarobi 200 milionów dolarów na opłatach licencyjnych i reklamach."," Warner |0| Браты |0| Чакаецца, што здзелка атрымае 200 мільёнаў долараў ліцэнзійных збораў і рэкламы."," Warner |0| Брати |0| Очікується, що ця угода отримає 200 мільйонів доларів на ліцензійні збори та рекламу.", Warner |0| братя |0| се очаква да спечели 200 милиона долара лицензионни такси и реклама от сделката.," Warner |0| Bratje |0| Pričakuje se, da bo s poslom zaslužil 200 milijonov dolarjev licenčnin in oglaševanja."," Warner |0| Bros. |0| očekává se, že z dohody vydělá 200 milionů dolarů na licenčních poplatcích a reklamě."
858," These were very early days for international football, and the official history of FIFA |0|  describes the competition as having been a failure."," Это были первые дни международного футбола, и официальная история FIFA |0| описывает конкурс как провальный."," To były bardzo wczesne dni dla międzynarodowej piłki nożnej, a oficjalna historia FIFA |0| opisuje konkurs jako porażkę.", Гэта былі вельмі першыя дні для міжнароднага футбола і афіцыйнай гісторыі FIFA |0| апісвае конкурс як правальны., Це були дуже ранні дні для міжнародного футболу та офіційної історії ФІФА |0| описує конкурс як провальний., Това бяха много ранни дни за международния футбол и официалната история на FIFA |0| описва състезанието като неуспешно., To so bili zelo zgodnji dnevi za mednarodni nogomet in uradno zgodovino FIFA |0| tekmovanje opisuje kot neuspešno., Toto byly velmi rané dny mezinárodního fotbalu a oficiální historie FIFA |0| popisuje soutěž jako neúspěšnou.
859," For each tournament, FIFA |0|  decides the number of places awarded to each of the continental zones beforehand, generally based on the relative strength of the confederations ' teams."," Для каждого турнира FIFA |0| заранее определяет количество мест, присуждаемых каждой из континентальных зон, как правило, исходя из относительной силы команд конфедераций."," W każdym turnieju FIFA |0| decyduje o liczbie miejsc przyznanych wcześniej każdej ze stref kontynentalnych, na ogół w oparciu o względną siłę drużyn konfederacji."," Для кожнага турніру FIFA |0| загадзя вызначае колькасць месцаў, прысуджаных кожнай з кантынентальных зон, звычайна на аснове адноснай сілы каманд канфедэрацый."," Для кожного турніру FIFA |0| заздалегідь визначає кількість місць, присуджених кожній з континентальних зон, зазвичай на основі відносної сили команд конфедерацій."," За всеки турнир FIFA |0| определя предварително броя на местата, присъдени на всяка от континенталните зони, обикновено въз основа на относителната сила на отборите на конфедерациите."," Za vsak turnir FIFA |0| vnaprej določi število mest, dodeljenih vsaki od celinskih con, na splošno na podlagi relativne moči ekip konfederacij."," Pro každý turnaj FIFA |0| předem rozhoduje o počtu míst udělených každé z kontinentálních zón, obecně na základě relativní síly týmů konfederací."
860," After this, a FIFA |0|  designated group of inspectors visit the country to identify that the country meets the requirements needed to host the event and a report on the country is produced."," После этого FIFA |0| назначенная группа инспекторов посещает страну, чтобы определить, соответствует ли страна требованиям, необходимым для проведения мероприятия, и составляется отчет о стране."," Następnie FIFA |0| wyznaczona grupa inspektorów odwiedza dany kraj, aby sprawdzić, czy spełnia on wymogi niezbędne do zorganizowania imprezy, i sporządza się raport na temat kraju."," Пасля гэтага FIFA |0| прызначаная група інспектараў наведвае краіну, каб вызначыць, што краіна адпавядае патрабаванням, неабходным для правядзення мерапрыемства, і складаецца справаздача аб краіне."," Після цього FIFA |0| призначена група інспекторів відвідує країну, щоб визначити, що країна відповідає вимогам, необхідним для проведення заходу, і складається звіт про країну."," След това FIFA |0| определена група от инспектори посещава страната, за да установи, че страната отговаря на изискванията, необходими за домакин на събитието, и се изготвя доклад за страната."," Po tem se FIFA |0| imenovana skupina inšpektorjev obišče državo, da ugotovi, ali država izpolnjuje zahteve, potrebne za organizacijo dogodka, in sestavi se poročilo o državi."," Poté FIFA |0| určená skupina inspektorů navštíví zemi, aby zjistila, že země splňuje požadavky potřebné k pořádání akce, a o zemi je vypracována zpráva."
861, A June 2006 study by the WHO |0|  has cast doubt on the safety of genital cutting of any kind.," Исследование ВОЗ, проведенное в июне 2006 г. |0| поставил под сомнение безопасность любого вида обрезания половых органов.", Badanie WHO z czerwca 2006 r. |0| podał w wątpliwość bezpieczeństwo wszelkiego rodzaju cięcia narządów płciowych., Даследаванне СААЗ у чэрвені 2006 г. |0| паставіла пад сумнеў бяспеку рэзання палавых органаў любога роду., Дослідження ВООЗ у червні 2006 року |0| поставив під сумнів безпеку будь-якого роду різання геніталій., Проучване на СЗО от юни 2006 г. |0| постави под съмнение безопасността на всякакъв вид разрязване на гениталиите., Študija SZO iz junija 2006 |0| je vzbudil dvom o varnosti kakršnega koli rezanja genitalij., Studie WHO z června 2006 |0| zpochybnila bezpečnost jakéhokoli řezání genitálií.
862," The feelies pioneered by text adventure company Infocom |0|  include many examples, such as blueprints, maps, documents, and publications designed within the context of each game 's fictional setting."," Ощущения, разработанные компанией Infocom |0| включают множество примеров, таких как чертежи, карты, документы и публикации, разработанные в контексте вымышленного сеттинга каждой игры."," Feelies pionierem firmy Infocom |0| zawiera wiele przykładów, takich jak plany, mapy, dokumenty i publikacje zaprojektowane w kontekście fikcyjnego otoczenia każdej gry."," Пачуццё, якое ўпершыню прывяла кампанія па тэкставых прыгодах Infocom |0| уключаюць мноства прыкладаў, такіх як чарцяжы, карты, дакументы і публікацыі, распрацаваныя ў кантэксце выдуманай абстаноўкі кожнай гульні."," Почуття, започатковані компанією з текстових пригод Infocom |0| включають багато прикладів, таких як креслення, карти, документи та публікації, розроблені в контексті вигаданого середовища кожної гри."," Чувствата, създадени от компанията за текстови приключения Infocom |0| включват много примери, като чертежи, карти, документи и публикации, създадени в контекста на измислената обстановка на всяка игра."," Občutki, ki jih je uvedlo podjetje za besedilne pustolovščine Infocom |0| vključujejo številne primere, kot so načrti, zemljevidi, dokumenti in publikacije, oblikovane v kontekstu izmišljenega okolja vsake igre."," Feelies propagované společností Infocom |0| zahrnují mnoho příkladů, jako jsou plány, mapy, dokumenty a publikace navržené v kontextu fiktivního prostředí každé hry."
863," Significantly, the Flag |0|  Code |0|  prohibits using the flag "" for any advertising purpose "" and also states that the flag "" should not be embroidered, printed, or otherwise impressed on such articles as cushions, handkerchiefs, napkins, boxes, or anything intended to be discarded after temporary use ""."," Примечательно, что флаг |0| Код |0| запрещает использование флага «в любых рекламных целях», а также заявляет, что флаг «не следует вышивать, печатать или иным образом отпечатывать на таких предметах, как подушки, носовые платки, салфетки, коробки или что-либо, предназначенное для выбрасывания после временного использования»."," Co ważne, flaga |0| Kod |0| zakazuje używania flagi „do jakichkolwiek celów reklamowych”, a także stwierdza, że ​​flaga „nie powinna być haftowana, drukowana ani w inny sposób odciskana na takich artykułach jak poduszki, chusteczki do nosa, serwetki, pudełka lub cokolwiek, co ma zostać wyrzucone po tymczasowym użyciu”."," Характэрна, што Сцяг |0| Код |0| забараняе выкарыстанне сцяга «ў любых рэкламных мэтах», а таксама сцвярджае, што сцяг «не павінен быць вышыты, надрукаваны або іншым чынам нанесены на такія вырабы, як падушкі, хусткі, сурвэткі, скрынкі або што-небудзь, што прызначана для выкіду пасля часовага выкарыстання»."," Важливо, що прапор |0| Код |0| забороняє використання прапора «з будь-якими рекламними цілями», а також зазначає, що прапор «не слід вишивати, друкувати або іншим чином друкувати на таких предметах, як подушки, носові хустки, серветки, коробки або будь-що, що підлягає утилізації після тимчасового використання»."," Показателно е, че флагът |0| Код |0| забранява използването на знамето „за каквито и да е рекламни цели“ и също така заявява, че знамето „не трябва да бъде бродирано, отпечатано или отпечатано по друг начин върху такива артикули като възглавници, носни кърпички, салфетки, кутии или нещо, което е предназначено да бъде изхвърлено след временна употреба“."," Pomembno je, da je zastava |0| Koda |0| prepoveduje uporabo zastave ""za kakršne koli reklamne namene"" in tudi navaja, da se zastave ""ne sme vezeti, tiskati ali kako drugače vtisniti na izdelke, kot so blazine, robčki, prtički, škatle ali karkoli, ki je namenjeno zavrženju po začasni uporabi""."," Je příznačné, že vlajka |0| Kód |0| zakazuje používat vlajku „pro jakékoli reklamní účely“ a také uvádí, že vlajka „by neměla být vyšívaná, tištěná nebo jinak vtisknutá na takové předměty, jako jsou polštáře, kapesníky, ubrousky, krabice nebo cokoli, co je po dočasném použití určeno k vyhození“."
864, One of the most commonly ignored and misunderstood aspects of the Flag |0|  Code |0|  is section 8., Один из наиболее часто игнорируемых и неправильно понимаемых аспектов флага |0| Код |0| это раздел 8., Jeden z najczęściej ignorowanych i niezrozumiałych aspektów flagi |0| Kod |0| znajduje się w sekcji 8., Адзін з найбольш часта ігнараваных і няправільна зразумелых аспектаў сцяга |0| Код |0| гэта раздзел 8.," Один із аспектів прапора |0|, які найчастіше ігноруються та неправильно розуміють Код |0| це розділ 8.", Един от най-често игнорираните и неразбрани аспекти на флага |0| Код |0| е раздел 8., Eden najpogosteje prezrtih in napačno razumljenih vidikov zastave |0| Koda |0| je razdelek 8., Jeden z nejčastěji ignorovaných a nepochopených aspektů vlajky |0| Kód |0| je oddíl 8.
865, Section 3 of the Flag |0|  Code |0|  defines a flag for the purposes of the code., Раздел 3 Флага |0| Код |0| определяет флаг для целей кода., Sekcja 3 flagi |0| Kod |0| definiuje flagę na potrzeby kodu., Раздзел 3 Сцяга |0| Код |0| вызначае сцяг для мэтаў кода., Розділ 3 Прапора |0| Код |0| визначає прапор для цілей коду., Раздел 3 на знамето |0| Код |0| дефинира флаг за целите на кода., Oddelek 3 zastave |0| Koda |0| definira zastavo za namene kode., Část 3 vlajky |0| Kód |0| definuje příznak pro účely kódu.
866, Flag |0|  Day |0|  is now observed on June 14 of each year., Пометить |0| День |0| теперь отмечается 14 июня каждого года., Flaga |0| Dzień |0| jest teraz obserwowany 14 czerwca każdego roku., Сцяг |0| Дзень |0| цяпер адзначаецца 14 чэрвеня кожнага года., Прапор |0| День |0| тепер відзначається 14 червня кожного року., Флаг |0| Ден |0| сега се отбелязва на 14 юни всяка година., Zastavica |0| Dan |0| se zdaj vsako leto praznuje 14. junija., Vlajka |0| Den |0| je nyní pozorován 14. června každého roku.
867, The modern French |0|  Navy |0|  applies the term first class frigate and second class frigate to both destroyers and frigates in service.," Современный французский |0| флот |0| применяет термин фрегат первого класса и фрегат второго класса как к эсминцам, так и к фрегатам, находящимся на вооружении."," Współczesny francuski |0| Granatowy |0| stosuje terminy fregata pierwszej klasy i fregata drugiej klasy zarówno do niszczycieli, jak i fregat będących w służbie."," Сучасная французская |0| Ваенна-марскі флот |0| прымяняе тэрмін фрэгат першага класа і фрэгат другога класа як да эсмінцаў, так і да фрэгатаў, якія знаходзяцца на ўзбраенні."," Сучасна французька |0| ВМС |0| застосовує термін фрегат першого класу та фрегат другого класу як до есмінців, так і до фрегатів, що знаходяться на службі."," Съвременният френски |0| ВМС |0| прилага термина първокласна фрегата и фрегата от втори клас както за разрушители, така и за фрегати в експлоатация.", Sodobni francoski |0| Mornarica |0| uporablja izraz prvorazredna fregata in fregata drugega razreda tako za rušilce kot za fregate v uporabi., Moderní francouzština |0| Námořnictvo |0| používá termín fregata první třídy a fregata druhé třídy pro torpédoborce i fregaty ve službě.
868," The Legionnaires |0|  spend many hours learning it, reciting it, and then getting the vocal synchronisation together:"," Легионеры |0| провести много часов, изучая его, повторяя его, а затем синхронизируя вокал:"," Legioniści |0| poświęć wiele godzin na naukę, recytację, a następnie na synchronizację głosu:"," Легіянеры |0| правесці шмат гадзін, вывучаючы яго, дэкламаваўшы яго, а затым разам з вакальнай сінхранізацыяй:"," Легіонери |0| витратити багато годин, вивчаючи його, декламуючи, а потім разом синхронізуючи голос:"," Легионерите |0| прекарайте много часове научавайки го, рецитирайте го и след това съберете вокалната синхронизация заедно:"," Legionarji |0| preživite veliko ur, da se ga naučite, recitirate in nato skupaj pridobite vokalno sinhronizacijo:"," Legionáři |0| strávit mnoho hodin učením se, recitováním a následným získáním synchronizace hlasu:"
869, The implementation commercialized by Yamaha |0|  is actually based on phase modulation., Коммерческая реализация Yamaha |0| фактически основан на фазовой модуляции., Wdrożenie skomercjalizowane przez firmę Yamaha |0| w rzeczywistości opiera się na modulacji fazy., Рэалізацыя камерцыялізаваная Yamaha |0| фактычна заснаваны на фазавай мадуляцыі., Реалізація комерціалізована Yamaha |0| насправді заснований на фазовій модуляції.," Изпълнението, комерсиализирано от Yamaha |0| всъщност се основава на фазова модулация."," Izvedba, ki jo komercializira Yamaha |0| dejansko temelji na fazni modulaciji.", Implementace komercializovaná společností Yamaha |0| je ve skutečnosti založen na fázové modulaci.
870," For example, McDonalds |0|  is a joint venture.","Например, Макдональдс |0| является совместным предприятием.",Na przykład McDonalds |0| jest wspólnym przedsięwzięciem.,"Напрыклад, McDonalds |0| з'яўляецца сумесным прадпрыемствам.","Наприклад, McDonalds |0| є спільним підприємством.",Например McDonalds |0| е съвместно предприятие.,"Na primer, McDonalds |0| je skupno podjetje.",Například McDonalds |0| je společný podnik.
871, The FDA |0|  comprises several offices and centers., Управление по санитарному надзору за качеством пищевых продуктов и медикаментов |0| включает в себя несколько офисов и центров., FDA |0| składa się z kilku biur i centrów., FDA |0| уключае некалькі офісаў і цэнтраў., FDA |0| складається з кількох офісів і центрів., FDA |0| включва няколко офиса и центъра., FDA |0| obsega več pisarn in centrov., FDA |0| zahrnuje několik kanceláří a center.
872, Important enabling legislation for the FDA |0|  includes:, Важный разрешительный закон для FDA |0| включает в себя:, Ważna legislacja upoważniająca dla FDA |0| obejmuje:, Важнае заканадаўства для FDA |0| ўключае ў сябе:, Важливий законодавчий акт для FDA |0| включає:, Важно законодателство за разрешаване на FDA |0| включва:," Pomembna zakonodaja, ki omogoča FDA |0| vključuje:", Důležitá legislativa pro FDA |0| zahrnuje:
873," For example, the FDA |0|  regulates almost every facet of prescription drugs, including testing, manufacturing, labeling, advertising, marketing, efficacy and safety, yet FDA |0|  regulation of cosmetics is focused primarily on labeling and safety."," Например, FDA |0| регулирует почти все аспекты рецептурных лекарств, включая тестирование, производство, маркировку, рекламу, маркетинг, эффективность и безопасность, но FDA |0| Регулирование косметических средств сосредоточено в первую очередь на маркировке и безопасности."," Na przykład FDA |0| reguluje prawie każdy aspekt leków na receptę, w tym testowanie, produkcję, etykietowanie, reklamę, marketing, skuteczność i bezpieczeństwo, ale FDA |0| regulacja kosmetyków koncentruje się przede wszystkim na etykietowaniu i bezpieczeństwie."," Напрыклад, FDA |0| рэгулюе амаль кожны аспект адпускаюцца па рэцэпце лекаў, уключаючы тэставанне, вытворчасць, маркіроўку, рэкламу, маркетынг, эфектыўнасць і бяспеку, аднак FDA |0| рэгуляванне касметыкі арыентавана ў першую чаргу на маркіроўку і бяспеку."," Наприклад, FDA |0| регулює майже всі аспекти рецептурних ліків, включаючи тестування, виробництво, маркування, рекламу, маркетинг, ефективність та безпеку, але FDA |0| регулювання косметики орієнтоване насамперед на маркування та безпеку."," Например FDA |0| регулира почти всеки аспект на лекарствата с рецепта, включително тестване, производство, етикетиране, реклама, маркетинг, ефикасност и безопасност, но FDA |0| регулирането на козметиката е фокусирано основно върху етикетирането и безопасността."," Na primer, FDA |0| ureja skoraj vse vidike zdravil na recept, vključno s testiranjem, proizvodnjo, označevanjem, oglaševanjem, trženjem, učinkovitostjo in varnostjo, vendar FDA |0| regulacija kozmetike je usmerjena predvsem v označevanje in varnost."," Například FDA |0| reguluje téměř každý aspekt léků na předpis, včetně testování, výroby, označování, reklamy, marketingu, účinnosti a bezpečnosti, přesto FDA |0| regulace kosmetiky je zaměřena především na označování a bezpečnost."
874, The FDA |0|  regulates most products with a set of published standards enforced by a modest number of facility inspections.," Управление по санитарному надзору за качеством пищевых продуктов и медикаментов |0| регулирует большинство продуктов с помощью набора опубликованных стандартов, соблюдение которых обеспечивается небольшим количеством проверок объектов.", FDA |0| reguluje większość produktów za pomocą zestawu opublikowanych norm narzuconych przez niewielką liczbę inspekcji w zakładach.," FDA |0| рэгулюе большасць прадуктаў з наборам апублікаваных стандартаў, якія забяспечваюцца сціплай колькасцю праверак аб'ектаў."," FDA |0| регулює більшість продуктів за допомогою набору опублікованих стандартів, які дотримуються скромною кількістю перевірок об'єктів."," FDA |0| регулира повечето продукти с набор от публикувани стандарти, наложени от скромен брой инспекции на съоръжението."," FDA |0| večino izdelkov ureja z nizom objavljenih standardov, ki jih uveljavlja skromno število inšpekcijskih pregledov objektov.", FDA |0| reguluje většinu produktů souborem publikovaných norem vynucených skromným počtem inspekcí zařízení.
875," In some cases the FDA |0|  requires risk management plans for some drugs that may provide for other kinds of studies, restrictions, or safety surveillance activities."," В некоторых случаях FDA |0| требуются планы управления рисками для некоторых лекарств, которые могут предусматривать другие виды исследований, ограничений или мероприятий по наблюдению за безопасностью."," W niektórych przypadkach FDA |0| wymaga planów zarządzania ryzykiem dla niektórych leków, które mogą przewidywać inne rodzaje badań, ograniczenia lub działania w zakresie nadzoru bezpieczeństwa."," У некаторых выпадках FDA |0| патрабуе планаў кіравання рызыкамі для некаторых лекаў, якія могуць прадугледжваць іншыя віды даследаванняў, абмежаванні або мерапрыемствы па наглядзе за бяспекай."," У деяких випадках FDA |0| вимагає планів управління ризиками для деяких ліків, які можуть передбачати інші види досліджень, обмежень або заходів з нагляду за безпекою."," В някои случаи FDA |0| изисква планове за управление на риска за някои лекарства, които могат да предвиждат други видове изследвания, ограничения или дейности за наблюдение на безопасността."," V nekaterih primerih FDA |0| zahteva načrte za obvladovanje tveganja za nekatera zdravila, ki lahko predvidevajo druge vrste študij, omejitev ali dejavnosti varnostnega nadzora."," V některých případech FDA |0| vyžaduje plány řízení rizik pro některé léky, které mohou zajistit jiné druhy studií, omezení nebo činnosti dozoru nad bezpečností."
876," Additionally, some economists have argued that in the increasingly complex and diverse food marketplace, the FDA |0|  is not equipped to adequately regulate or inspect food."," Кроме того, некоторые экономисты утверждают, что на все более сложном и разнообразном рынке продуктов питания FDA |0| не оборудован для адекватного регулирования или проверки пищевых продуктов."," Ponadto niektórzy ekonomiści twierdzą, że na coraz bardziej złożonym i zróżnicowanym rynku żywności FDA |0| nie jest wyposażony, aby odpowiednio regulować lub kontrolować żywność."," Акрамя таго, некаторыя эканамісты сцвярджаюць, што ва ўмовах усё больш складанага і разнастайнага харчовага рынку FDA |0| не абсталяваны для належнага рэгулявання або праверкі ежы."," Крім того, деякі економісти стверджують, що на все більш складному та різноманітному ринку продуктів харчування FDA |0| не обладнаний для належного регулювання або перевірки їжі."," Освен това някои икономисти твърдят, че във все по-сложния и разнообразен пазар на храни FDA |0| не е оборудван за адекватно регулиране или проверка на храната."," Poleg tega so nekateri ekonomisti trdili, da je FDA |0| ni opremljena za ustrezno regulacijo ali pregledovanje hrane."," Někteří ekonomové navíc tvrdili, že na stále složitějším a rozmanitějším trhu s potravinami je FDA |0| není vybavena k adekvátní regulaci nebo kontrole potravin."
877," FGU |0|  has been very vigorous in defending any perceived threat to its intellectual property, sometimes taking what many consider to be unjustified umbrage at other publishers for even barely perceptible infringements."," ФГУ |0| очень энергично защищала любую предполагаемую угрозу своей интеллектуальной собственности, иногда принимая то, что многие считают неоправданным оскорблением других издателей даже за едва заметные нарушения."," FGU |0| bardzo energicznie bronił wszelkich dostrzeganych zagrożeń dla swojej własności intelektualnej, czasami przyjmując coś, co wielu uważa za nieuzasadnione ubliżenie innym wydawcom, nawet za ledwo dostrzegalne naruszenia."," ФГУ |0| быў вельмі энергічны ў абароне любой меркаванай пагрозы сваёй інтэлектуальнай уласнасці, часам прымаючы тое, што многія лічаць неапраўданым абурэннем на іншых выдаўцоў, нават за ледзь прыкметныя парушэнні."," ФГУ |0| був дуже енергійним у захисті будь-якої передбачуваної загрози її інтелектуальній власності, іноді сприймаючи те, що багато хто вважає невиправданим образою на інших видавців навіть за ледь помітні порушення."," FGU |0| е много енергична в защитата на всяка предполагаема заплаха за интелектуалната си собственост, като понякога приема онова, което мнозина смятат за неоправдано оскърбление към други издатели дори за едва забележими нарушения."," FGU |0| je zelo odločno zagovarjal kakršno koli zaznano grožnjo svoji intelektualni lastnini, včasih pa je, kar mnogi menijo, da je neupravičeno zameril drugim založnikom, za celo komaj zaznavne kršitve."," FGU |0| velmi energicky hájila jakékoli domnělé ohrožení svého duševního vlastnictví a někdy se na ostatní vydavatele stavěla, co mnozí považují za neoprávněné, i za sotva postřehnutelná porušení."
